Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
Hidari No Futari,Chapter 001,"Dec 30,17",316,"Mature,One shot,Romance,School life",Completed,5,https://avt.mkklcdnv6temp.com/36/z/8-1583479584.jpg
Hidarite,Vol.01 Chapter 001,"Dec 30,17",316,"Drama,Horror,One shot,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/16/v/13-1583488358.jpg
Hi Ina,Chapter 001,"Dec 30,17",316,"Fantasy,One shot,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/5/m/11-1583484194.jpg
Hentai Kamen Returns,Vol.01 Chapter 001 : Hentai Kamen Returns!!,"Dec 30,17",316,"Comedy,One shot,School life,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/17/j/5-1583472525.jpg
Ibara No Majutsushi,Vol.01 Chapter 001,"Dec 29,17",317,"Drama,Fantasy,One shot,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/2/w/11-1583484095.jpg
Heart No Present,Vol.01 Chapter 001,"Dec 30,17",316,"Drama,One shot,Romance,School life,Shoujo,Sports",Completed,5,https://avt.mkklcdnv6temp.com/17/r/13-1583488387.jpg
I Love My Sister's Boyfriend,Chapter 001 : Love,"Dec 29,17",317,"One shot,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/13/j/13-1583488230.jpg
I Love You (Hanatsu Yaya),Vol.01 Chapter 001,"Dec 29,17",317,"Horror,One shot,School life,Shoujo ai,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/49/t/8-1583480077.jpg
Jasmine,Vol.01 Chapter 001,"Dec 28,17",318,"One shot,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/50/t/10-1583484012.jpg
Island (Komi Naoshi),Vol.01 Chapter 001 : I Compose.she Spins.a Story Of Hope Tommorow...,"Dec 28,17",318,"Adventure,Drama,One shot,Sci fi,Shounen,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/10/v/13-1583488141.jpg
Jeep And Wagon,Chapter 001,"Dec 28,17",318,"Action,Adventure,Comedy,Fantasy,Horror,One shot,Sci fi,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/16/w/5-1583472507.jpg
Jewel To Canary,Vol.01 Chapter 001,"Dec 28,17",318,"Fantasy,One shot,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/50/r/10-1583484009.jpg
Jamevu,Chapter 001,"Dec 28,17",318,"Action,One shot,Sci fi,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/9/u/13-1583488103.jpg
Kachuu No Ou,Chapter 001,"Dec 28,17",319,"Drama,Historical,One shot,Romance,Shoujo,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/17/x/9-1583480777.jpg
Ao To Umibe No Nostalgia,Chapter 0 V2 : [Oneshot],"Dec 28,17",319,"Drama,One shot,Romance,Shoujo,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/14/u/11-1583484548.jpg
Junketsu Diablos,Chapter 001,"Dec 28,17",319,"Comedy,Mystery,One shot,Shoujo,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/37/v/4-1583471241.jpg
Angorumoa Puriizu,Chapter 0 V2 : [Oneshot],"Dec 28,17",319,"Comedy,Fantasy,Shounen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/20/k/5-1583472637.jpg
Anastasia,Chapter 0 V2 : [Oneshot],"Dec 28,17",319,"Drama,Historical,Shounen,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/14/z/11-1583484554.jpg
Birthday (Tanabe Yellow),Chapter 0 V2 : [Oneshot],"Dec 27,17",320,"Comedy,Fantasy,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/20/g/5-1583472632.jpg
Keppeki Shounen Kanzen Soubi,Chapter 10,"Dec 27,17",320,"Comedy,Drama,Romance,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/48/m/4-1583471720.jpg
Kenjuu Tenshi,Chapter 11-14 V2 : Inside The Room... / The Door To Happiness / Close Combat / The Ope...,"Dec 27,17",320,"Action,Adventure,Historical,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/47/p/10-1583483892.jpg
Kedakaki Yakusoku,Chapter 006,"Dec 27,17",320,"Drama,Historical,Josei,Romance",Completed,5,https://avt.mkklcdnv6temp.com/47/l/9-1583482089.jpg
Bloody Little Circus,Chapter 0 V2 : [Oneshot],"Dec 27,17",321,"Comedy,Fantasy,Seinen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/20/e/5-1583472629.jpg
Kaze No Silpheed,Chapter 200 : The May`s Wind (End),"Dec 27,17",320,"Drama,Shounen,Sports",Completed,5,https://avt.mkklcdnv6temp.com/33/i/3-1583468989.jpg
Kimagure Na Boku No Neko,Vol.01 Chapter 001,"Dec 27,17",321,"Comedy,One shot,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/40/r/5-1583473491.jpg
Byakuya Zaushi,Vol.1 Chapter 5 V2,"Dec 27,17",321,"Drama,Horror,Mystery,Shoujo,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/37/q/3-1583469154.jpg
Blood-Coloured Forbidden Territory,Chapter Inatown-Km : [Oneshot],"Dec 27,17",321,"Action,One shot,Shounen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/9/c/9-1583480443.jpg
Kimi Daruma,Chapter 001,"Dec 27,17",321,"One shot,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/10/s/16-1583493860.jpg
Kimi Dake Ni Focus,Vol.01 Chapter 001 : Focus Only On You,"Dec 27,17",321,"One shot,Shounen ai,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/14/v/9-1583480657.jpg
Kimi Ni Moete Ii Desu Ka?,Vol.01 Chapter 004.2 : Extra 03,"Dec 27,17",321,"Comedy,Romance,School life,Shoujo,Smut",Completed,5,https://avt.mkklcdnv6temp.com/40/n/5-1583473484.jpg
Kimi Ni Shika Kikoenai (Tsuzuki Setsuri),Vol.1 Chapter 1 : [Includes Chapters 1-4 & 0],"Dec 27,17",321,"Drama,Shoujo,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/2/x/13-1583487831.jpg
Blooms In Sunny Places,Chapter 0 V2 : [Oneshot],"Dec 27,17",321,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/20/e/9-1583480878.jpg
Koigokoro Telepathy,Vol.01 Chapter 001,"Dec 26,17",322,"Drama,One shot,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/29/z/9-1583481297.jpg
Change Boy,Chapter 0 V2 : [Oneshot],"Dec 26,17",322,"Comedy,Romance,Shounen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/19/z/5-1583472622.jpg
Cathexis,Chapter 0 V2 : [Oneshot],"Dec 26,17",322,One shot,Completed,5,https://avt.mkklcdnv6temp.com/35/n/8-1583479530.jpg
Koorihime Kitan,Chapter 001,"Dec 26,17",323,"Comedy,Drama,Mystery,One shot,Romance,Shounen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/13/x/5-1583472389.jpg
Clock Tower Ghost Head,Chapter 1 V4 : The Struggle Within Version,"Dec 26,17",323,"Action,Adventure,Horror,Mystery,Psychological,School life,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/17/e/9-1583480747.jpg
Close Your Eyes,Chapter 0 V2 : [Oneshot],"Dec 26,17",323,"One shot,School life,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/7/o/8-1583478464.jpg
Kouen,Chapter 001,"Dec 26,17",323,One shot,Completed,5,https://avt.mkklcdnv6temp.com/21/v/8-1583479008.jpg
Kono Mama Ja Dame Mitai Desu,Vol.5 Chapter 21 V2,"Dec 26,17",323,"Comedy,One shot,Romance,School life,Sci fi,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/31/o/2-1583466917.jpg
Kono Negai Ga Kanau Nara,Vol.1 Chapter 9 V2 : Magical Incantation [End],"Dec 26,17",323,"Drama,School life,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/44/d/10-1583483760.jpg
Kyou No Machida-Kun,Chapter 001,"Dec 26,17",324,"One shot,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/22/j/9-1583480975.jpg
Marionette,Chapter 24 V2 : [End],"Dec 25,17",325,"Drama,Fantasy,One shot,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/26/b/12-1583486789.jpg
Liar Game - Roots Of A,Vol.1 Chapter 6 V2 : @lovers,"Dec 25,17",325,"Psychological,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/45/n/9-1583482006.jpg
Nemuranai Machi Kara,Chapter 3 V2 : Christmas Rose,"Dec 23,17",326,"Drama,Shoujo,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/33/w/10-1583483395.jpg
Netsugen Wa Koko,Chapter 001,"Dec 23,17",326,"One shot,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/32/q/9-1583481410.jpg
Hidarite Ga Yondeiru,Chapter 0 V2 : [Oneshot],"Dec 23,17",326,"Mystery,School life",Completed,5,https://avt.mkklcdnv6temp.com/31/y/9-1583481377.jpg
Nemurenu Yoru No Monogatari,Vol.1 Chapter 9 : Red String,"Dec 23,17",326,"Horror,Mystery,School life,Shoujo,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/18/b/12-1583486482.jpg
Negaigoto 300000 Km/s,Chapter 1 V2,"Dec 23,17",326,"One shot,Romance,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/34/f/10-1583483407.jpg
Nyanderful,Chapter 0 V2 : Oneshot,"Dec 20,17",327,"Comedy,Horror,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/25/p/3-1583468684.jpg
Nigeru Natsu,Vol.1 Chapter 4 V2 : First Goal [End],"Dec 20,17",327,"Drama,Romance,Shoujo,Slice of life,Sports",Completed,5,https://avt.mkklcdnv6temp.com/33/s/10-1583483389.jpg
Okamoto Aya,Chapter 0 V2 : [Oneshot],"Dec 20,17",327,"Slice of life,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/32/g/10-1583483333.jpg
Snow Drop (Akimoto Nami),Vol.01 Chapter 001.2,"Dec 20,17",327,"Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/6/v/16-1583493703.jpg
Omochi-Sama,Chapter 0 V2 : [Oneshot],"Dec 20,17",327,"Comedy,Fantasy,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/9/i/5-1583472225.jpg
Nodame Cantabile Encore - Opera-Hen,Vol.2 Chapter 10 V2 : [End] + Extras,"Dec 20,17",327,"Comedy,Drama,Josei,Romance,School life,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/10/i/5-1583472261.jpg
Sono Go No Yukue Wa,Chapter 001,"Dec 20,17",327,"One shot,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/6/z/16-1583493709.jpg
Onaidoshi No Onee-Chan,Chapter 0 V2 : [Oneshot],"Dec 20,17",327,"Comedy,Ecchi,One shot,School life",Completed,5,https://avt.mkklcdnv6temp.com/35/a/4-1583471123.jpg
My Little Lover,Vol.1 Chapter 8-11 V2 : [End],"Dec 20,17",328,"Comedy,Shoujo,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/10/t/5-1583472278.jpg
Nemuru Machi No Futari,Chapter 0 V2 : [Oneshot],"Dec 20,17",328,"One shot,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/43/f/9-1583479831.jpg
New York Life Comics,"Chapter 2 V2 : Jeepers! Also, Red Herring Did It.","Dec 20,17",328,"Comedy,School life,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/30/j/4-1583470937.jpg
Smash 1,"Vol.01 Chapter 169 : 0-0, Play","Dec 20,17",328,"Comedy,Romance,Shoujo,Sports",Completed,5,https://avt.mkklcdnv6temp.com/27/d/5-1583472889.jpg
Shounen No Uta Series,Chapter Oneshot,"Dec 20,17",328,"One shot,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/8/x/3-1583467986.jpg
Monbushou Chokuzoku No Satsuriku Heiki,Chapter 0 V2 : [Oneshot],"Dec 20,17",329,"Action,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/16/q/9-1583480724.jpg
Shin Takarazima,Chapter 001.3,"Dec 20,17",329,"Adventure,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/45/z/11-1583485675.jpg
More!!!,Chapter 0 V2 : Oneshot,"Dec 20,17",329,"Comedy,One shot",Completed,5,https://avt.mkklcdnv6temp.com/5/o/16-1583493659.jpg
Murahagane,Chapter 0 V2 : Oneshot,"Dec 20,17",329,"Action,Comedy,Sci fi,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/10/w/5-1583472282.jpg
Mushroom Boy,Chapter 0 V2 : Oneshot,"Dec 20,17",329,"Psychological,Shoujo,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/35/j/10-1583483448.jpg
The Paradise On The Sand,Chapter 004,"Dec 18,17",330,"Drama,Fantasy,Horror,Josei,Mystery,Sci fi,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/5/c/16-1583493644.jpg
Scarlet,Chapter 13,"Dec 05,17",331,"Drama,Romance,Yaoi",Completed,5,https://avt.mkklcdnv6temp.com/49/m/11-1583485806.jpg
This Time It Was A Kiss For Sure,Vol.1 Chapter 67,"Nov 26,17",332,"One shot,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/4/d/6-1583474255.jpg
Oeufs D'ange,Vol.1 Chapter 1,"Nov 27,17",332,"One shot,Romance",Completed,5,https://avt.mkklcdnv6temp.com/36/m/3-1583469109.jpg
Devilman Brutus Mercedes-Benz Slr,Chapter 1 : Oneshot,"Nov 10,17",334,"Action,Comedy,Ecchi,Fantasy,One shot,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/8/a/15-1583491752.jpg
Gakuen Rule Kaikaku,Chapter 1,"Nov 10,17",334,"Action,Adult,Comedy,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/39/r/13-1583489224.jpg
The Tale Of The Past,Chapter 15,"Aug 15,17",340,"Drama,Fantasy,One shot,Romance",Completed,5,https://avt.mkklcdnv6temp.com/12/d/10-1583482604.jpg
Chick Bomb,Chapter 1,"Jul 24,17",342,"Comedy,One shot,Romance,School life,Shounen,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/38/g/15-1583492949.jpg
Slayers: The Road Of The Ring,Chapter 1,"Jul 10,17",343,"Adventure,Comedy,Fantasy,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/35/d/15-1583492839.jpg
Saki Biyori,Chapter 34,"Jul 11,17",343,"Comedy,School life,Seinen,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/21/n/4-1583470551.jpg
Higanbana,Chapter 0 : [Oneshot],"Jun 27,17",344,"Drama,Fantasy,One shot,Shoujo,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/33/d/15-1583492768.jpg
"Sono Futari, Enjouchuu Ni Tsuki",Chapter 4,"Jun 29,17",344,"Comedy,Yaoi",Completed,5,https://avt.mkklcdnv6temp.com/24/r/15-1583492343.jpg
Keron,Chapter 0 : [Oneshot],"May 26,17",347,"Adventure,Comedy,One shot,Sci fi",Completed,5,https://avt.mkklcdnv6temp.com/26/x/15-1583492425.jpg
"Haru No Yoi, Hisoka No Mori",Chapter 24,"May 31,17",347,"Fantasy,One shot",Completed,5,https://avt.mkklcdnv6temp.com/19/w/14-1583490457.jpg
Yuritto Yama Girl,Chapter 8,"May 19,17",348,"Comedy,One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/25/h/15-1583492364.jpg
Natomatos,Chapter 0 : One-Shot,"May 08,17",349,"Action,Adventure,Comedy,Fantasy,One shot",Completed,5,https://avt.mkklcdnv6temp.com/22/u/15-1583492276.jpg
Rainbow Rose,Chapter 25,"Apr 06,17",352,"Fantasy,Shounen,Slice of life,Webtoons",Completed,5,https://avt.mkklcdnv6temp.com/45/b/7-1583477983.jpg
Rash!!,Vol.2 Ch.16 : Starting Over,"Mar 15,17",354,"Action,Comedy,Drama,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/30/o/5-1583473041.jpg
Skyclaw,Ch.0 : Oneshot,"Mar 17,17",354,"Fantasy,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/12/k/15-1583491909.jpg
Sky Claw,Ch.0 : Oneshot,"Mar 18,17",354,"Fantasy,One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/12/m/15-1583491912.jpg
Sugar Lump,Ch.0 : [Oneshot],"Mar 19,17",354,"Drama,Fantasy,One shot",Completed,5,https://avt.mkklcdnv6temp.com/12/o/15-1583491915.jpg
Girlpan Vs Serajuu,Ch.0 : Girlpan Vs Sarajuu [One-Shot],"Mar 06,17",355,"Action,One shot",Completed,5,https://avt.mkklcdnv6temp.com/9/w/15-1583491816.jpg
Calling (Hori Mai),Ch.1 : Oneshot,"Feb 15,17",357,"Comedy,Drama,One shot,Romance,School life,Shoujo,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/5/m/15-1583491666.jpg
Ari & Kirigirisu - Assortment,Chapter 15.5,"Feb 07,17",358,"Comedy,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/10/w/4-1583470110.jpg
Mountain Crow,Ch.000 : [Oneshot],"Feb 07,17",358,One shot,Completed,5,https://avt.mkklcdnv6temp.com/2/q/15-1583491564.jpg
Tourin,Ch.1,"Jan 15,17",360,"Adult,Drama,One shot,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/48/f/14-1583491414.jpg
Sweet Crazy Days,Chapter 3,"Jan 16,17",360,Yaoi,Completed,5,https://avt.mkklcdnv6temp.com/48/m/14-1583491423.jpg
Enjoy Ghost Company Life!,Vol.1 Chapter 1 : Karino Shuichi,"Jan 07,17",361,"Josei,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/45/x/14-1583491340.jpg
Turn A Gundam - Tsuki No Kaze,"Ch.8 : Tomorrow, The Bright Skies Of Earth [Final Chapter]","Dec 24,16",363,"Action,Comedy,Drama,Mecha,Sci fi,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/42/y/14-1583491235.jpg
Yamato Takeru (Watsuki Nobuhiro),Ch.0,"Dec 25,16",363,"Action,Fantasy,Historical,One shot,Romance,Shounen,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/43/c/14-1583491240.jpg
Miracle Gift,Ch.1,"Nov 22,16",366,"Comedy,Fantasy,Romance,School life,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/37/n/14-1583491057.jpg
Blood+,Vol.5 Chapter 1 : Ch17-20 (Fixed),"Nov 10,16",367,"Action,Adult,Adventure,Comedy,Cooking,Drama,Horror,Mystery,Romance,Shounen,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/35/s/14-1583490992.jpg
Ookami Ningen To Ningen Ookami,Ch.oneshot,"Oct 31,16",368,"Fantasy,Josei,One shot,Romance,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/32/q/14-1583490888.jpg
Cotton No Mahou,Ch.oneshot,"Oct 31,16",368,"Josei,One shot,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/32/s/14-1583490890.jpg
Zansatsu! Ponytail,Ch.000 : [Oneshot],"Nov 01,16",368,"Horror,One shot",Completed,5,https://avt.mkklcdnv6temp.com/32/v/14-1583490894.jpg
Granblue Fantasy - Uncle Cali 4Koma,Vol.1 Ch.0,"Oct 20,16",369,"Adult,Comedy,Gender bender",Completed,5,https://avt.mkklcdnv6temp.com/30/n/14-1583490817.jpg
Shinsouban Clover No Kuni No Alice Visual Fanbook,Ch.0 V2 : Delete,"Oct 01,16",371,Fantasy,Completed,5,https://avt.mkklcdnv6temp.com/26/m/14-1583490683.jpg
Spiritualism,Ch.0 : [Oneshot],"Oct 04,16",371,"Josei,One shot,Romance,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/26/y/14-1583490700.jpg
Transparent Museum,Ch.1 : Oneshot,"Sep 18,16",372,"Fantasy,Josei,Mystery,One shot,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/23/s/14-1583490591.jpg
A Love That Feels The Cold,Vol.1 Chapter 4 : Is This Really Love!?,"Sep 18,16",372,"Drama,One shot,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/8/w/7-1583476630.jpg
Rasen,Vol.1 Ch.6,"Sep 19,16",372,"Drama,Horror,Mature,Mystery,Psychological",Completed,5,https://avt.mkklcdnv6temp.com/24/a/14-1583490601.jpg
Grand Doll,Vol.1 Chapter 4 : Mastermind [End],"Sep 09,16",373,"Sci fi,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/32/w/1-1583464987.jpg
Sono Go No Crows,Vol.1 Ch.7 : Suzuran (Part 4) [End],"Sep 10,16",373,"Action,Comedy,School life,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/21/s/14-1583490525.jpg
Poor God's Advice,Ch.1,"Sep 10,16",373,"One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/21/x/14-1583490531.jpg
The Competitive Eater Who Leapt Through Time,Ch.1 : Oneshot,"Sep 10,16",373,"Comedy,One shot",Completed,5,https://avt.mkklcdnv6temp.com/21/w/14-1583490530.jpg
Scrap Heaven,Ch.3 : A Place To Return,"Sep 10,16",373,"Comedy,One shot,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/19/t/4-1583470482.jpg
Dead White,Chapter 1 : Oneshot,"Aug 29,16",374,"One shot,Yaoi",Completed,5,https://avt.mkklcdnv6temp.com/19/r/14-1583490450.jpg
Potechi,Ch.oneshot,"Aug 02,16",376,"One shot,Seinen,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/14/o/14-1583490269.jpg
Borzoi & Wildcat,Chapter 1 : Oneshot,"Aug 04,16",376,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/14/t/14-1583490276.jpg
Karada Ni Shokubutsu Ga Haeta Onnanoko No Hanashi,Ch.1,"Aug 04,16",376,"Romance,School life,Shoujo,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/14/v/14-1583490279.jpg
Cinderella Tokkyuu,Vol.3 Chapter 14 : All Or Nothing,"Jul 25,16",377,"Mystery,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/31/r/6-1583475407.jpg
Shikkoku Shoujo To Shiro No Doukei,Chapter 0 : Oneshot,"Jul 12,16",378,"Fantasy,One shot,Romance,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/8/l/14-1583490011.jpg
Shichi Ji Sanjuu Nifun Nanaryoume No Kimi,Ch.1,"Jul 14,16",378,One shot,Completed,5,https://avt.mkklcdnv6temp.com/8/p/14-1583490020.jpg
"And Then, The Two Of Us...",Chapter 1,"Jul 15,16",378,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/9/b/14-1583490038.jpg
Karasuma Kumikyoku,Chapter 1,"Jul 15,16",378,"One shot,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/9/e/14-1583490042.jpg
Boze,Ch.0 : Oneshot,"Jul 16,16",378,"Action,Adult,Comedy,One shot,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/9/k/14-1583490050.jpg
Hanauta Pub,Chapter 1 : Oneshot,"Jul 07,16",379,"Comedy,One shot,Romance,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/6/w/14-1583489955.jpg
Smile Brush,Chapter 36,"Jul 08,16",379,"Comedy,Slice of life,Webtoons",Completed,5,https://avt.mkklcdnv6temp.com/31/u/3-1583468928.jpg
Ginga Densetsu Weed Gaiden,Vol.1 Chapter 6 : End,"Jul 08,16",379,"Action,Adventure,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/7/c/14-1583489963.jpg
Elhanburg No Tenshi,Vol.1 Chapter 5 : Final Chapter,"Jun 28,16",380,"Historical,Romance,Shoujo,Supernatural",Completed,5,https://avt.mkklcdnv6temp.com/45/m/7-1583477999.jpg
Gyakuten Saiban - Turnabout Crossover,Ch.0 : Volume Complete,"Jun 28,16",380,"Comedy,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/3/z/14-1583489829.jpg
Chrono Mansion,Ch.0 : Oneshot,"Jun 28,16",380,"Action,Adult,Comedy,Fantasy,One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/4/p/14-1583489850.jpg
Fusionfall,Ch.1 : Worlds Collide!!,"Jun 28,16",380,"Action,Adventure,Comedy,One shot,Sci fi",Completed,5,https://avt.mkklcdnv6temp.com/4/s/14-1583489854.jpg
Inu-Go,Ch.2 : 2 Woof: The First Step,"Jun 17,16",381,"Comedy,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/1/l/13-1583489735.jpg
Associate Professor Tsubaki's Curfew,Chapter 1,"Jun 05,16",382,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/49/s/13-1583489674.jpg
Little By Little (Kari Sumako),Chapter 1,"Jun 05,16",382,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/49/r/13-1583489673.jpg
The Day The Cherryfruit Ripens,Ch.1,"Jun 05,16",382,"One shot,Yuri",Completed,5,https://avt.mkklcdnv6temp.com/49/q/13-1583489672.jpg
Shinsengumi Imon Peace Maker,Vol.10 Chapter 64 : The Bucket Squad,"May 25,16",383,"Action,Comedy,Drama,Historical,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/10/z/1-1583464091.jpg
Sekai Wa Kirai De Afureteiru,Ch.0 : [Oneshot],"May 14,16",384,"One shot,Romance,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/44/x/13-1583489405.jpg
Meteor Syndrome,Ch.1,"May 15,16",384,"One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/45/a/13-1583489410.jpg
Sakuragaoka Angels,Vol.1 Chapter Side Story : Let's Go Youth Heaven,"May 02,16",385,"Comedy,Drama,Romance,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/45/t/3-1583469476.jpg
Pure Mission,Ch.1,"May 04,16",385,"One shot,Romance,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/41/s/13-1583489296.jpg
Koubai No Procyon,Chapter 2 : Limited-Time Friend,"Apr 04,16",388,"Action,Adventure,One shot,Yuri",Completed,5,https://avt.mkklcdnv6temp.com/35/a/13-1583488995.jpg
Nijou Taka Koukou Rojou Kansatsu-Bu,Chapter 0 : [Oneshot],"Apr 07,16",388,"Comedy,One shot,School life,Shounen,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/36/p/13-1583489050.jpg
Mysterious Fly Man / Love Juice From A Bewitching Dream,Ch.oneshot,"Mar 21,16",389,"Mature,Mystery,One shot,Sci fi",Completed,5,https://avt.mkklcdnv6temp.com/33/f/13-1583488929.jpg
